rating,title,text
4.0,Good sound!,The audio is very good but the cable wore out the first week. Ordered a replacement and it works fine.
4.0,Super replacement,"I rarely used (actually never) my old model gas fireplace so I didn't know there was this part had batteries in it. Once I found it, the batteries had corroded and rendered it nonfunctional. This kit worked fine even though my connectors were different. It took some time to figure out how to wire it and the instructions weren't too helpful. I had the gas company come out to double check it and it was good to go. I saved a lot of money as the gas company was going to charge some crazy amount to replace the system."
5.0,Five Stars,It is perfect for me. Good value for the money.
2.0,"Made in China.  Not really a ""lap desk"".  Hard & Flat.  Overpriced.","When you look at the listing pictures. . .  . It looks like this is a lap desk with some padding on the bottom so that it sits well on your lap.  That’s not the case.  You have to look at the video to see that this is a “board” that’s not really a lap desk at all.  It might work for some as a lap desk, but not for me because it’s too flat, so it doesn’t raise up off your lap. . It’s too hard. .  .Uncomfortable.<br /><br />There is a “mouse pad” which slides-out from either the right or the left side.  The surface. . . on all sides, as well as the mouse pad, is textured.<br /><br />This item is Made in China and being sold by a Chinese company on Amazon.  At the current price of 30 bucks. . It’s well over twice the price it should be."
2.0,... angled lightning end would not get bent and broken like a regular lightning cable,"I bought this because I thought the angled lightning end would not get bent and broken like a regular lightning cable, but some how, this still happened."
5.0,Great cable,These are great cables. Tough and very strong. Very fast charging.
2.0,Not snug.,"Not snug.  Saggy, bulky and Ill-fitting."
5.0,Five Stars,Love it! Exactly what I wanted in a timely fashion. Thanks!
2.0,Flimsy and defective,"Flimsy, the hinged side seems like it will break break quickly. The second one out of the pack won’t even close."
5.0,Works great,Fit my printer perfectly great print quality and cool colors. So far no issues with adhesion.
5.0,... little lift for my 25 inch monitor and just loved this adjustable stand,Needed a little lift for my 25 inch monitor and just loved this adjustable stand. Comes with 3 legs and you can adjust as you need.
5.0,Works,Installed with the amd logo away from ram as would interfere with installing my ram
5.0,Five Stars,great product!!will buy again
4.0,For the golfer on your list,"This golf GPS watch is a great idea. Golfers have enough to lug around without having to carry a hand-held GPS, too, so to have one strapped to your wrist is a great convenience. The watch is a little bulky for a woman's wrist, perhaps, but for a man it's just right.<br /><br />The beauty of this watch is that you don't have to buy anything else. It comes pre-loaded with a huge database of courses worldwide, including about 90% of the courses in the U.S. If you want to check if your favorite courses are included before purchase, you can look them up on the IZZO web site ahead of time so there's no disappointment. As other reviewers have suggested, however, you need to charge it overnight to be sure the battery has enough juice to do the job.<br /><br />This watch can actually replace your regular watch. It has date/time, alarm, and odometer functions that are useful even off the course. It would make a nice gift for the golfer in your family."
5.0,Excellent  firestick,I like everything  about the fire stick it let's me watch shows I never cod before  I would recommend it to my friends and family<br />.
5.0,Nice quality,Nice quality AUX cable. It lives in my truck so it has to be durable. This looks like it will last. Delivered promptly and price was reasonable.
5.0,Great buy!,I noise & great size for portability. Great buy!
4.0,Like it a lot - but it's just too heavy,"Everything about this cover is excellent.  Great functionality, beautiful leather, great craftsmanship at an outstanding price.  But it feels like overkill because it's just too heavy.  So for home use, I remove the outer folio case (the Velcro connection is really nice).  When I travel, I use whole thing."
